SC,AIF,Nl,RW,Economic_Impact,Environmental_Impact,Social_Impact,EQ0,EQ1,EQ2,EQ3,EQ4,F0,F1,F2,F3
4,203009.13293413725,185,2596.846826900148,16223804.871948987,188508.48058169885,0.9828647874488933,1,1,1,1,1,0.9887365533426766,0.0,0.0,0.011263446657323406
4,201079.4089129782,176,1606.479112455236,17638379.204760835,186716.5939906226,0.7987131112784003,1,1,1,1,1,0.9271193640434026,0.055013909544057014,0.017866726412540425,0.0
1,47418.61834716379,25,2671.1427184265403,4282564.693751615,117417.53114535798,0.9512250228657484,1,0,1,1,1,0.9715868050586381,0.0,0.02841319494136181,0.0
1,29947.66752406636,25,2687.6079000014083,2137256.0919569954,74156.12910721195,0.999741149126331,1,1,1,1,1,0.8460769434596405,0.05093885050368248,0.015689882106908363,0.08729432392976869
1,47713.301110291155,25,1915.7125930882764,4338030.171384916,118147.22179691144,0.8562128287631605,1,1,1,1,1,0.8816504029483325,0.09942288858218137,0.01892670846948603,0.0
1,61114.7002581583,26,2677.750138739063,5226508.9725693315,151331.63873448723,0.9979081700890784,1,1,1,1,1,0.8460769434596405,0.05093885050368248,0.015689882106908363,0.08729432392976869
1,44489.44821294989,28,2687.6079000014083,3204843.2823139057,110164.34795587594,0.999741149126331,1,1,1,1,1,0.7694692940056105,0.03469962054764431,0.01508467759593875,0.1807464078508064
4,250000.0,183,1647.0209089611126,22591183.241291255,232142.85714285716,0.8062515635851828,1,1,1,1,1,0.9259540450786549,0.055893549948879864,0.01815240497246535,0.0
1,46043.47849372348,25,2563.146073965553,4092720.892126307,114012.4229368391,0.976598377457336,1,1,1,1,1,0.9299288375194265,0.05454321246976241,0.015527950010811201,0.0
1,28101.92106771288,25,2323.6096298863436,2223698.969678361,69585.70931052713,0.9320583171971633,1,1,1,1,1,0.9207798450339421,0.05558121867263377,0.023638936293424118,0.0
4,203928.53214492422,187,2483.3982436980878,16692707.115657046,189362.20842028677,0.9617698482145942,1,1,1,1,1,1.0,0.0,0.0,0.0
1,29623.19982634318,25,1537.5541112324956,2470599.308051832,73352.68528427837,0.7858970084106537,1,1,1,1,1,0.8871834908748529,0.0,0.0619662627172834,0.050850246407863654
1,55167.08701662942,25,2671.1427184265403,5135187.924344823,136604.21546974903,0.9966795683202939,1,1,1,1,1,0.9668411819409385,0.0,0.0,0.03315881805906146
1,39040.00529955023,25,1599.507840914253,3623588.917632643,96670.489313172,0.7974168540190132,1,1,1,1,1,0.9271193640434026,0.055013909544057014,0.017866726412540425,0.0
1,27505.366063314585,28,1606.479112455236,2376567.3426173255,68108.52549011231,0.7987131112784003,1,1,1,1,1,0.9715868050586381,0.0,0.02841319494136181,0.0
4,199725.38702197926,176,1915.7125930882764,17190634.92828238,185459.28794898075,0.8562128287631605,1,1,1,1,1,0.9715868050586381,0.0,0.02841319494136181,0.0
4,215919.1551617247,181,2590.838649503251,17984708.507262707,200496.35836445863,0.9817476105435573,1,1,1,1,1,1.0,0.0,0.0,0.0
1,54650.51093250076,27,2687.6079000014083,4411716.203945998,135325.0746900019,0.999741149126331,1,1,1,1,1,0.8236903011466049,0.09189442541520118,0.08441527343819377,0.0
4,191059.92071556768,175,2636.053793405663,14764916.347269073,177412.78352159858,0.9901550378218043,1,1,1,1,1,0.9715868050586381,0.0,0.02841319494136181,0.0
1,29710.83511525177,26,2221.076772162026,2466395.45598498,73569.68695205201,0.9129930777541886,1,1,1,1,1,0.9430730897219213,0.056926910278078745,0.0,0.0
1,55167.08701662942,28,1599.507840914253,5410696.105325595,136604.21546974903,0.6496895812917405,0,0,1,1,0,0.9668411819409385,0.0,0.0,0.03315881805906146
1,39216.61808852578,30,1599.507840914253,3677946.190610163,97107.8162192067,0.4837804903826496,0,0,0,1,0,0.9730922965006166,0.0,0.0,0.026907703499383553
1,61024.13003889202,30,1644.6164759802896,5833457.863716781,151107.3696201136,0.7376226585716756,1,1,1,1,0,0.9257998159364247,0.05205918440520914,0.022140999658366124,0.0
1,32312.234127583066,25,2671.1427184265403,2391287.4454107434,80011.24641115808,0.9966795683202939,1,1,1,1,1,0.8685578958051868,0.0,0.016538712711129035,0.11490339148368421
1,28170.652539884966,25,2155.6941061611747,2451368.330586858,69755.90152733421,0.7144720100032612,1,1,1,0,1,1.0,0.0,0.0,0.0
1,56440.94850126732,25,2378.74032956058,5150644.1725697145,139758.53914599528,0.9423094699815135,1,1,1,1,1,0.9387149825363654,0.0,0.06128501746363456,0.0
1,27524.07790948109,26,2310.584192399985,2154480.9021825437,68154.85958538175,0.929636331796204,1,1,1,1,1,0.9269986652241836,0.055810818141294016,0.017190516634522444,0.0
1,34401.40112785685,25,2221.076772162026,2940450.331247937,85184.42184040745,0.9129930777541886,1,1,1,1,1,0.9259540450786549,0.055893549948879864,0.01815240497246535,0.0
1,56900.707328874996,25,2687.6079000014083,4471360.41074913,140896.9895762619,0.999741149126331,1,1,1,1,1,0.7694692940056105,0.03469962054764431,0.01508467759593875,0.1807464078508064
1,57261.436083417146,25,2686.0110066019674,4562401.462223705,141790.22268274723,0.999444218408696,1,1,1,1,1,0.7995529033696606,0.04442576081325854,0.07988854685713659,0.07613278895994438
4,209658.79117808444,175,2670.6233961607927,16207978.309932113,194683.1632367927,0.9965830041206383,1,1,1,1,1,0.9207798450339421,0.05558121867263377,0.023638936293424118,0.0
4,199691.17021776823,179,1957.3762729916461,16983011.327307224,185427.51520221337,0.8639598871312097,1,1,1,1,1,0.9394023034698451,0.06059769653015494,0.0,0.0
4,213949.95327498124,175,1606.479112455236,19380165.919777334,198667.8137553397,0.7987131112784003,1,1,1,1,1,0.9408991368756536,0.059100863124346315,0.0,0.0
1,26791.596620206165,25,1722.3017091683237,2219997.38719845,66341.09639289146,0.8202494810651402,1,1,1,1,1,0.8816270588974712,0.10108952245681085,0.01728341864571803,0.0
1,43672.75528942483,29,2596.846826900148,3850440.6628055684,108142.06071667103,0.9828647874488933,1,1,1,1,1,0.9887365533426766,0.0,0.0,0.011263446657323406
1,52881.354778855326,25,2025.4062111004218,5062723.87349439,130944.3070714513,0.8766095595203462,1,1,1,1,1,0.9715868050586381,0.0,0.02841319494136181,0.0
1,56900.707328874996,25,1601.944880884009,5476340.428604722,140896.9895762619,0.7183245493377751,0,0,1,1,1,0.9143216848001945,0.054254513941327756,0.017620099448827108,0.013803701809650704
1,25000.0,25,1791.850842067676,2068508.8631166816,61904.7619047619,0.8331816366804902,1,1,1,1,1,0.9259540450786549,0.055893549948879864,0.01815240497246535,0.0
1,59972.75138880306,25,2199.274287453146,5668871.179474428,148503.95581989328,0.908939064234501,1,1,1,1,1,0.9259540450786549,0.055893549948879864,0.01815240497246535,0.0
4,214243.84707553193,175,2687.6079000014083,16488270.607865766,198940.71514156534,0.999741149126331,1,1,1,1,1,0.8994352750205287,0.08293219402885975,0.017632530950611593,0.0
1,25228.730765713248,25,1537.5541112324956,2177281.735260602,62471.142848432806,0.49726064477429005,0,1,1,0,0,0.9117337836833472,0.06619550234761216,0.022070713969040593,0.0
4,196026.03038697602,175,2636.053793405663,15491650.41704391,182024.1710736206,0.9901550378218043,1,1,1,1,1,0.9809326068653821,0.0,0.019067393134617826,0.0
4,175819.0859402273,178,2670.6233961607927,13455030.782353818,163260.57980163963,0.9965830041206383,1,1,1,1,1,1.0,0.0,0.0,0.0
1,39216.61808852578,25,1957.3762729916461,3596050.9146982096,97107.8162192067,0.8639598871312097,1,1,1,1,1,0.9394023034698451,0.06059769653015494,0.0,0.0
4,175819.0859402273,176,1722.3017091683237,14733212.424677417,163260.57980163963,0.8202494810651402,1,1,1,1,1,0.9125721375444512,0.08742786245554882,0.0,0.0
4,208634.81511467128,177,2461.0507554328456,17196089.325826988,193732.3283207662,0.9235235861550644,0,1,1,1,1,0.9807729255832512,0.0,0.01922707441674872,0.0
1,45032.820437675444,26,2687.6079000014083,3818120.7529074512,111509.84108376777,0.999741149126331,1,1,1,1,1,0.9091045827006873,0.021954786840176124,0.0,0.06894063045913655
1,28528.591306698356,25,1606.479112455236,2493511.3485562243,70642.2260927769,0.6123494749147639,1,1,1,0,1,0.9117337836833472,0.06619550234761216,0.022070713969040593,0.0
1,26770.9350744345,25,1599.507840914253,2340327.1858911607,66289.9344700283,0.7292350358371951,1,1,1,1,0,0.9604567814965254,0.0,0.03954321850347468,0.0
1,31352.542887594675,25,2316.803849180515,2561609.4980607964,77634.8681026154,0.8967019226644861,0,1,1,1,1,0.9117337836833472,0.06619550234761216,0.022070713969040593,0.0
4,228998.0131497681,187,2671.1427184265403,18255307.452772558,212641.012210499,0.9966795683202939,1,1,1,1,1,0.9460546260475492,0.02662912369969212,0.0,0.027316250252758682
4,196319.0535782582,181,2280.887314978712,16088848.553142816,182296.26403695406,0.9241144133467296,1,1,1,1,1,0.9807729255832512,0.0,0.01922707441674872,0.0
4,199629.84219040794,175,2310.584192399985,16032554.418235794,185370.56774823595,0.929636331796204,1,1,1,1,1,0.9269986652241834,0.055810818141294,0.01719051663452244,0.0
4,186608.9194390585,175,1595.455458267498,16527317.84562485,173279.71090769718,0.5762087974735873,0,1,1,0,1,0.9316765862953543,0.0683234137046457,0.0,0.0
1,58749.45235163657,25,2025.4062111004218,5590820.515555456,145474.83439452868,0.8766095595203462,1,1,1,1,1,0.9259540450786549,0.055893549948879864,0.01815240497246535,0.0
4,216246.0820823504,177,2661.17390013605,18004830.96366839,200799.93336218255,0.9948259390360823,1,1,1,1,1,1.0,0.0,0.0,0.0
1,46097.31358719681,25,2590.838649503251,4135570.9369950555,114145.7288825826,0.9817476105435573,1,1,1,1,1,0.9387889745607736,0.05093455917336052,0.0,0.010276466265865912
1,52902.537234222415,25,2632.871314114718,4882777.719547596,130996.75886569361,0.9895632789354255,1,1,1,1,1,0.9715868050586381,0.0,0.02841319494136181,0.0
1,42184.34106977133,26,2025.4062111004218,3878077.304366287,104456.46360133856,0.8766095595203462,1,1,1,1,1,0.9715868050586381,0.0,0.02841319494136181,0.0
1,44847.74773288601,33,2686.0110066019674,3386457.9138993807,111051.56581476536,0.999444218408696,1,1,1,1,1,0.8168783035212055,0.165585474123435,0.01753622235535941,0.0
1,60141.85286444581,30,1722.3017091683237,5790635.879055381,148922.68328338966,0.8202494810651402,1,1,1,1,1,0.9460546260475492,0.02662912369969212,0.0,0.027316250252758682
1,64832.438057392385,25,2378.74032956058,6250304.357278697,160537.465665924,0.9423094699815135,1,1,1,1,1,0.9430730897219213,0.056926910278078745,0.0,0.0
4,235555.1934063076,175,1537.5541112324956,21096054.062303305,218729.82244871423,0.7858970084106537,1,1,1,1,1,0.9099793533836512,0.0579629069758465,0.03205773964050227,0.0
1,42426.93844213161,25,2671.1427184265403,3385876.8523027822,105057.18090432591,0.9966795683202939,1,1,1,1,1,0.7871711245705957,0.2042120960185701,0.0,0.008616779410834236
1,33779.56112310267,25,2687.6079000014083,2795779.778951749,83644.6275429209,0.999741149126331,1,1,1,1,1,0.9430730897219213,0.056926910278078745,0.0,0.0
1,45864.90334669901,25,1710.8194497712027,4313732.103774473,113570.23685849279,0.8181144384104133,1,1,1,1,1,0.9259540450786549,0.055893549948879864,0.01815240497246535,0.0
4,193131.388408662,175,2661.17390013605,15119527.317996293,179336.2892366147,0.9948259390360823,1,1,1,1,1,0.9807729255832512,0.0,0.01922707441674872,0.0
1,41121.21734318101,25,1537.5541112324956,3779357.9868111797,101823.96675454345,0.7858970084106537,1,1,1,1,1,0.9347139242434959,0.0,0.06528607575650408,0.0
1,43837.64544248058,25,2679.4945486288257,3536438.677006025,108550.36014328524,0.9982325304255906,1,1,1,1,1,0.809856394435814,0.16416209668747642,0.017385480490200608,0.00859602838650876
1,54411.97289488034,26,2025.4062111004218,5102623.203617439,134734.40907303704,0.8766095595203462,1,1,1,1,1,0.9259540450786549,0.055893549948879864,0.01815240497246535,0.0
4,177668.42373357937,175,2687.6079000014083,12284731.581386864,164977.8220383237,0.999741149126331,1,1,1,1,1,0.8469367895361544,0.1446449815435546,0.0,0.00841822892029096
4,175819.0859402273,175,1599.507840914253,14734799.082122594,163260.57980163963,0.7974168540190132,1,1,1,1,1,0.8994352750205287,0.08293219402885975,0.017632530950611593,0.0
4,175000.0,175,1915.7125930882764,14573861.253873602,162500.0,0.810758283308615,1,0,1,1,1,0.9715868050586381,0.0,0.02841319494136181,0.0
4,198780.7751473467,180,1644.6164759802896,17919608.16772966,184582.14835110764,0.4535317494807666,1,1,0,0,1,0.9668411819409385,0.0,0.0,0.03315881805906146
1,29307.855369833393,25,2421.6372395927638,2321990.049750205,72571.83234434936,0.9502858385259881,1,1,1,1,1,0.9207798450339421,0.05558121867263377,0.023638936293424118,0.0
4,235360.918624105,175,2687.6079000014083,18660561.534505785,218549.42443666892,0.999741149126331,1,1,1,1,1,0.9099793533836512,0.0579629069758465,0.03205773964050227,0.0
1,25000.0,29,2025.4062111004218,1922451.4629807193,61904.7619047619,0.8766095595203462,1,1,1,1,1,0.9482935168211634,0.0344926752287354,0.017213807950101138,0.0
1,35601.66007001526,27,2590.838649503251,2894386.3281808384,88156.49160194256,0.9817476105435573,1,1,1,1,1,0.9269986652241834,0.055810818141294,0.01719051663452244,0.0
1,31368.880931149644,25,1658.1228504033713,2786547.280747324,77675.3242104658,0.8083158888812517,1,1,1,1,1,0.9259540450786549,0.055893549948879864,0.01815240497246535,0.0
1,60770.01588754216,31,2671.1427184265403,5585621.534552358,150478.13457867585,0.9966795683202939,1,1,1,1,1,0.9798907060117265,0.005094695981572939,0.015014598006700504,0.0
1,59972.75138880306,29,1537.5541112324956,5864096.791767672,148503.95581989328,0.67226064477429,1,0,1,1,0,0.9576740728526165,0.0,0.014674178596760333,0.02765174855062323
1,28170.38522222023,25,2687.6079000014083,2108560.4755366724,69755.23959787867,0.965650240035422,0,1,1,1,1,0.9299527284867148,0.0,0.017245297591128993,0.052801973922156194
1,34607.90915934068,25,2609.4632637821774,2813386.225349564,85695.77506122454,0.9852107221610594,1,1,1,1,1,0.9143216848001945,0.054254513941327756,0.017620099448827108,0.013803701809650704
1,28865.2506906266,34,2687.6079000014083,2014030.2481972948,71475.85885298016,0.999741149126331,1,1,1,1,1,0.9891720150963298,0.0,0.0,0.01082798490367015
1,57096.790262625036,26,1644.6164759802896,5665549.3396112695,141382.52826935722,0.8058044767534938,1,1,1,1,1,0.9807729255832512,0.0,0.01922707441674872,0.0
4,224127.65446587908,183,1644.6164759802896,19719253.34514588,208118.53628974484,0.8058044767534938,1,1,1,1,1,0.9207798450339421,0.05558121867263377,0.023638936293424118,0.0
4,212957.4757199167,175,1722.3017091683237,19126834.80820921,197746.22745420836,0.8202494810651402,1,1,1,1,1,0.9668411819409385,0.0,0.0,0.03315881805906146
4,201079.4089129782,176,1606.479112455236,17766859.204760835,186716.5939906226,0.6328040203693093,1,1,0,1,1,0.9271193640434026,0.055013909544057014,0.017866726412540425,0.0
4,209259.8856783907,183,2025.4062111004218,17842306.681181177,194312.75098707707,0.8311550140658008,1,0,1,1,1,0.9715868050586381,0.0,0.02841319494136181,0.0
1,32477.083444242002,25,2661.17390013605,2585726.443203509,80419.44471907543,0.9948259390360823,1,1,1,1,1,0.9207798450339421,0.05558121867263377,0.023638936293424118,0.0
1,46555.48934095501,25,1606.479112455236,4386289.962365564,115280.25932046004,0.7646222021874911,0,1,1,1,1,0.9292743115243488,0.0,0.0,0.07072568847565129
4,221205.70094505296,176,1537.5541112324956,19789503.965326563,205405.29373469204,0.7858970084106537,1,1,1,1,1,0.9207798450339421,0.05558121867263377,0.023638936293424118,0.0
1,65255.75249188241,25,1644.6164759802896,6326219.646856315,161585.6728370422,0.7717135676625847,0,1,1,1,1,0.9299527284867148,0.0,0.017245297591128993,0.052801973922156194
4,191195.8318596103,181,1537.5541112324956,16465752.848151505,177538.986726781,0.7858970084106537,1,1,1,1,1,0.9292743115243488,0.0,0.0,0.07072568847565129
4,188452.24488965533,177,2687.6079000014083,13628543.426538482,174991.37025467993,0.999741149126331,1,1,1,1,1,0.9091045827006873,0.021954786840176124,0.0,0.06894063045913655
4,184102.32829285413,175,1791.850842067676,15448437.209407642,170952.16198622168,0.8331816366804902,1,1,1,1,1,0.9259540450786549,0.055893549948879864,0.01815240497246535,0.0
1,32753.63056856858,25,2670.6233961607927,2694975.1384091564,81104.22807455079,0.9511284586660929,1,0,1,1,1,0.9715868050586381,0.0,0.02841319494136181,0.0
1,40615.96944732334,31,1537.5541112324956,3882170.2137834467,100572.87672670544,0.5858970084106536,0,1,0,1,1,0.9897721047873976,0.010227895212602398,0.0,0.0
1,65370.12893753839,25,1537.5541112324956,6407164.123615727,161868.89070247603,0.7858970084106537,1,1,1,1,1,0.9136575643616655,0.05500760473659877,0.0,0.03133483090173581
4,232313.82759282785,175,2025.4062111004218,19961932.182641953,215719.9827647687,0.8766095595203462,1,1,1,1,1,0.9207798450339421,0.05558121867263377,0.023638936293424118,0.0
4,181750.20458627513,179,1606.479112455236,15360890.88347347,168768.04711582692,0.7987131112784003,1,1,1,1,1,0.9292743115243488,0.0,0.0,0.07072568847565129
1,38659.12241479085,25,1599.507840914253,3668934.16872653,95727.35074138688,0.6315077631099224,1,1,0,1,1,0.9715868050586381,0.0,0.02841319494136181,0.0
1,25000.0,25,2661.17390013605,1818961.9456961695,61904.7619047619,0.892553211763355,0,1,1,1,0,0.9259540450786549,0.055893549948879864,0.01815240497246535,0.0
1,28101.92106771288,25,2155.6941061611747,2274073.626795914,69585.70931052713,0.9008356463668976,1,1,1,1,1,0.9207798450339421,0.05558121867263377,0.023638936293424118,0.0
1,31471.314313616564,25,2671.1427184265403,2339011.2422745265,77928.96877657436,0.9966795683202939,1,1,1,1,1,0.8198428884227952,0.16618641087789754,0.0,0.013970700699307333
4,234308.13889113133,177,2671.1427184265403,19169690.992282093,217571.84325605055,0.9966795683202939,1,1,1,1,1,0.9460546260475492,0.02662912369969212,0.0,0.027316250252758682
1,31037.81833237423,26,2670.6233961607927,2314298.091290731,76855.55015635524,0.9965830041206383,1,1,1,1,1,0.8459788404729427,0.15402115952705733,0.0,0.0
1,29547.62861583009,25,2679.4945486288257,2110919.1056750678,73165.55657253166,0.9982325304255906,1,1,1,1,1,0.8963935167353653,0.0,0.10360648326463463,0.0
1,47013.627202719166,25,2609.4632637821774,3971706.2190370075,116414.69593054272,0.9852107221610594,1,1,1,1,1,0.8914883344541789,0.0,0.0165320033542994,0.09197966219152183
1,26610.865745499053,26,2687.6079000014083,1825752.9469835795,65893.57232218813,0.999741149126331,1,1,1,1,1,0.8908341042830545,0.0007338628514133218,0.016519871131178237,0.09191216173435393
1,29363.215698246117,27,2652.085360569471,2249793.9850549474,72708.91506232372,0.9590450820897289,0,1,1,1,1,0.9387889745607736,0.05093455917336052,0.0,0.010276466265865912
4,199510.03499750097,194,1599.507840914253,17179717.717123583,185259.3182119652,0.5633259449281042,1,1,0,1,0,0.9136575643616655,0.05500760473659877,0.0,0.03133483090173581
1,36453.22146336912,25,2346.498792524292,3192758.932240851,90265.11981405687,0.8908598451226751,1,0,1,1,1,0.9715868050586381,0.0,0.02841319494136181,0.0
1,31368.880931149644,25,1658.1228504033713,2832797.280747324,77675.3242104658,0.38786134342670625,1,1,0,0,0,0.9259540450786549,0.055893549948879864,0.01815240497246535,0.0
4,211682.28900720444,187,1595.455458267498,19164841.27730888,196562.12550668983,0.7512087974735873,1,0,1,1,1,0.9807729255832512,0.0,0.01922707441674872,0.0
1,33576.70128883676,25,1601.944880884009,3035653.1286208816,83142.30795331008,0.6955972766105023,0,1,1,1,0,0.9206957688576262,0.05557614356552084,0.01804932171479343,0.005678765862059532
4,211286.11258002796,175,2679.4945486288257,17483077.16677855,196194.24739574024,0.9982325304255906,1,1,1,1,1,1.0,0.0,0.0,0.0
1,29710.83511525177,25,1658.1228504033713,2642633.7776865102,73569.68695205201,0.5537704343357972,1,1,1,0,0,0.9107846211412537,0.08921537885874635,0.0,0.0
4,180031.8918087319,179,1599.507840914253,15612111.41589123,167172.47096525104,0.7974168540190132,1,1,1,1,1,0.9688959011591448,0.0,0.0311040988408552,0.0
1,25000.0,25,2670.6233961607927,1807230.5443596896,61904.7619047619,0.9965830041206383,1,1,1,1,1,0.9096260179906456,0.09037398200935436,0.0,0.0
1,64728.75741057129,25,2671.1427184265403,6000790.791174158,160280.73263570038,0.9966795683202939,1,1,1,1,1,0.9326909460609376,0.0,0.0,0.06730905393906239
1,39126.80455250788,29,2652.085360569471,3180961.198309336,96885.42079668617,0.993135991180638,1,1,1,1,1,0.9271193640434026,0.055013909544057014,0.017866726412540425,0.0
1,44204.42124870115,27,2609.4632637821774,3880818.2154784687,109458.56690154571,0.9852107221610594,1,1,1,1,1,0.9430730897219213,0.056926910278078745,0.0,0.0
1,47064.29744382133,25,2670.6233961607927,4156981.2767978758,116540.16509898618,0.9965830041206383,1,1,1,1,1,0.9271193640434026,0.055013909544057014,0.017866726412540425,0.0
1,60770.01588754216,25,2670.6233961607927,5618621.199300766,150478.13457867585,0.9965830041206383,1,1,1,1,1,0.9269986652241834,0.055810818141294,0.01719051663452244,0.0
1,31068.21886190275,28,1722.3017091683237,2524006.1201628298,76930.82765804492,0.8202494810651402,1,1,1,1,1,0.823446006264898,0.16754013083891459,0.0,0.009013862896187464
1,47138.860203274,25,1601.944880884009,4617723.257440198,116724.79669382135,0.7524154584286842,1,0,1,1,1,0.9807729255832512,0.0,0.01922707441674872,0.0
4,231030.64891299963,175,1915.7125930882764,19702951.851163417,214528.45970492822,0.8562128287631605,1,1,1,1,1,0.8674913334212104,0.13250866657878954,0.0,0.0
4,186228.7918657536,175,2609.4632637821774,14573463.675150782,172926.73530391406,0.9852107221610594,1,1,1,1,1,0.9718707757862753,0.028129224213724647,0.0,0.0
1,32227.468190920306,29,1537.5541112324956,2840205.5350476094,79801.34980608839,0.7177151902288355,1,1,1,1,0,0.9259540450786549,0.055893549948879864,0.01815240497246535,0.0
1,44469.58125678342,25,1537.5541112324956,3967539.0501910076,110115.15358822563,0.7858970084106537,1,1,1,1,1,0.8871834908748529,0.0,0.0619662627172834,0.050850246407863654
4,247663.86808298616,179,1764.5659645898534,22506190.947823703,229973.59179134428,0.8281082120843908,1,1,1,1,1,0.9387889745607736,0.05093455917336052,0.0,0.010276466265865912
1,58915.51592567405,25,1710.8194497712027,5707283.8680834025,145886.03943500243,0.8181144384104133,1,1,1,1,1,0.9271193640434026,0.055013909544057014,0.017866726412540425,0.0
4,184553.32139672447,178,1599.507840914253,15780657.174779445,171370.94129695845,0.7974168540190132,1,1,1,1,1,0.9212715335737516,0.059428141284267884,0.019300325141980653,0.0
4,182066.25267287766,176,2186.6501372856956,15240362.207276598,169061.52033910068,0.9065916952929891,1,1,1,1,1,1.0,0.0,0.0,0.0
1,34427.74105485986,25,1594.1179334905516,3042341.2031095214,85249.64451679584,0.7964146399201473,1,1,1,1,1,0.8930551421521459,0.052380455794393835,0.014912233113694273,0.0396521689397661
1,48864.693719526185,29,1644.6164759802896,4631014.53782573,120998.2892102553,0.7035317494807665,0,1,1,1,0,0.9576740728526165,0.0,0.014674178596760333,0.02765174855062323
4,193131.388408662,175,2317.177833345375,15436994.754432067,179336.2892366147,0.9308623713918511,1,1,1,1,1,0.9604567814965254,0.0,0.03954321850347468,0.0
1,35601.66007001526,25,2687.6079000014083,2956086.8339474164,88156.49160194256,0.965650240035422,0,1,1,1,1,0.9604567814965254,0.0,0.03954321850347468,0.0
1,28354.594539154587,28,1599.507840914253,2410570.6396818496,70211.37695409707,0.7974168540190132,1,1,1,1,1,0.9212715335737516,0.059428141284267884,0.019300325141980653,0.0
1,28548.98740666923,25,1722.3017091683237,2489774.42910913,70692.7307212762,0.6338858447015039,1,1,1,0,1,0.9271193640434026,0.055013909544057014,0.017866726412540425,0.0
1,32596.413723640304,25,1644.6164759802896,2980755.6990987435,80714.92922044266,0.8058044767534938,1,1,1,1,1,0.9715868050586381,0.0,0.02841319494136181,0.0
1,43201.32531485158,25,1644.6164759802896,3971465.6516029723,106974.71030344201,0.7035317494807665,0,1,1,1,0,0.8674913334212104,0.13250866657878954,0.0,0.0
1,26610.865745499053,27,1537.5541112324956,2244321.6817089524,65893.57232218813,0.7858970084106537,1,1,1,1,1,0.9299527284867148,0.0,0.017245297591128993,0.052801973922156194
4,223688.51992336105,175,2686.0110066019674,18007590.064443573,207710.7685002638,0.999444218408696,1,1,1,1,1,0.9498254499900783,0.027491157993774638,0.022683392016147014,0.0
4,235555.1934063076,175,2687.6079000014083,19957283.542355895,218729.82244871423,0.999741149126331,1,1,1,1,1,0.9887365533426766,0.0,0.0,0.011263446657323406
4,200855.11947206987,175,2687.6079000014083,15717156.93471165,186508.32522406487,0.999741149126331,1,1,1,1,1,0.9715868050586381,0.0,0.02841319494136181,0.0
4,210827.30947687727,178,1601.944880884009,18684330.46624206,195768.21594281463,0.5774154584286841,0,1,1,0,1,0.9207798450339421,0.05558121867263377,0.023638936293424118,0.0
1,37087.592272441325,27,1791.850842067676,3366890.9044456705,91835.94276985471,0.6468180003168538,1,1,1,0,1,0.9498254499900783,0.027491157993774638,0.022683392016147014,0.0
1,38122.465379356865,25,2670.6233961607927,3080053.1491335034,94398.48570126464,0.9965830041206383,1,1,1,1,1,0.8459788404729427,0.15402115952705733,0.0,0.0
4,196324.92713278867,180,2221.076772162026,16637806.069296107,182301.71805187518,0.9129930777541886,1,1,1,1,1,1.0,0.0,0.0,0.0
4,175000.0,175,2317.177833345375,13394494.131739348,162500.0,0.9308623713918511,1,1,1,1,1,0.9269986652241836,0.055810818141294016,0.017190516634522444,0.0
4,234325.45496531654,181,2687.6079000014083,17555911.56593007,217587.92246779395,0.999741149126331,1,1,1,1,1,0.8198428884227952,0.16618641087789754,0.0,0.013970700699307333
1,30293.961853878925,25,1957.3762729916461,2579044.1326937526,75013.61982865259,0.7957780689493916,1,1,1,1,0,0.9201633210970356,0.06055957043527322,0.019277108467691317,0.0
1,32328.876251080652,25,2636.28030557322,2603158.373929564,80052.45547886638,0.9106517015670818,0,0,1,1,1,0.9256124024710591,0.05587292730755786,0.01814570741009507,0.0003689628112878768
4,179145.85716605562,175,1601.944880884009,15100565.706230983,166349.72451133738,0.7978700038832296,1,1,1,1,1,0.9166781564411198,0.020125473525710407,0.0,0.0631963700331698
1,30949.605788487705,25,1595.455458267498,2606531.098043658,76637.11909530289,0.7966633429281328,1,1,1,1,1,0.8914873456546452,0.026015542467492075,0.07782615957826339,0.00467095229959939
4,228655.02383131324,175,2670.6233961607927,19014776.772955745,212322.5221290766,0.9965830041206383,1,1,1,1,1,0.9822710841768537,0.0,0.017728915823146264,0.0
1,28865.2506906266,25,2461.0507554328456,2264672.4650602527,71475.85885298016,0.9576144952459735,1,1,1,1,1,0.9030858953156411,0.0871724841709498,0.0,0.009741620513409054
1,38784.30708025733,25,2636.28030557322,3112665.4004581273,96037.33181778007,0.9901971561125362,1,1,1,1,1,0.8229797020071588,0.17702029799284127,0.0,0.0
1,25000.0,25,1537.5541112324956,2171399.1265617087,61904.7619047619,0.33135155386519916,0,1,0,0,0,0.9117337836833472,0.06619550234761216,0.022070713969040593,0.0
1,55803.800630035315,27,2679.4945486288257,5029162.754177738,138180.83965532557,0.9982325304255906,1,1,1,1,1,0.9301023927273213,0.05343796329186271,0.016459643980815987,0.0
4,215919.1551617247,178,2687.6079000014083,16996743.70375496,200496.35836445863,0.999741149126331,1,1,1,1,1,0.9604567814965254,0.0,0.03954321850347468,0.0
1,43115.07350668699,25,1658.1228504033713,4040155.065832235,106761.13439751067,0.5537704343357972,1,1,1,0,0,0.9017938123745619,0.08833468940511696,0.0,0.009871498220321153
1,44487.647989358375,25,1722.3017091683237,4387666.09804536,110159.8902593636,0.3657040265196857,0,1,0,0,0,0.9891720150963299,0.0,0.0,0.010827984903670153
